Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
142,133,12,11,127,117,59,Train/59/00059_00101.png
275,252,30,20,249,227,59,Train/59/00059_00102.png
230,210,25,17,207,188,59,Train/59/00059_00103.png
230,230,22,17,206,203,59,Train/59/00059_00104.png
221,221,22,16,195,195,59,Train/59/00059_00105.png
188,209,20,22,166,179,59,Train/59/00059_00106.png
136,151,14,18,120,131,59,Train/59/00059_00107.png
230,209,28,17,207,189,59,Train/59/00059_00108.png
236,214,28,17,213,193,59,Train/59/00059_00109.png
160,150,23,13,144,135,59,Train/59/00059_00110.png
213,199,31,17,194,177,59,Train/59/00059_00111.png
227,215,38,16,204,193,59,Train/59/00059_00112.png
181,171,29,13,163,153,59,Train/59/00059_00113.png
276,253,34,21,251,226,59,Train/59/00059_00114.png
192,176,22,15,173,157,59,Train/59/00059_00115.png
176,173,16,16,156,154,59,Train/59/00059_00116.png
181,178,19,16,165,158,59,Train/59/00059_00117.png
150,143,15,12,130,128,59,Train/59/00059_00118.png
224,212,25,19,201,187,59,Train/59/00059_00119.png
176,170,25,14,159,153,59,Train/59/00059_00120.png
195,188,27,16,176,170,59,Train/59/00059_00121.png
207,177,27,12,189,160,59,Train/59/00059_00122.png
168,144,24,12,151,130,59,Train/59/00059_00123.png
208,205,25,19,185,185,59,Train/59/00059_00124.png
232,229,27,21,205,207,59,Train/59/00059_00125.png
221,174,30,16,174,159,59,Train/59/00059_00126.png
311,245,29,24,251,223,59,Train/59/00059_00127.png
146,137,16,11,131,122,59,Train/59/00059_00128.png
244,229,21,19,220,203,59,Train/59/00059_00129.png
203,186,23,15,183,167,59,Train/59/00059_00130.png
278,255,30,21,251,229,59,Train/59/00059_00131.png
230,230,22,18,206,205,59,Train/59/00059_00132.png
222,222,23,17,196,194,59,Train/59/00059_00133.png
244,271,26,27,215,232,59,Train/59/00059_00134.png
140,156,14,21,125,132,59,Train/59/00059_00135.png
136,136,14,10,122,121,59,Train/59/00059_00136.png
156,143,14,11,140,129,59,Train/59/00059_00137.png
177,173,17,15,157,153,59,Train/59/00059_00138.png
239,229,23,18,213,203,59,Train/59/00059_00139.png
215,231,21,19,194,190,59,Train/59/00059_00140.png
172,156,15,12,156,142,59,Train/59/00059_00141.png
145,144,10,12,133,128,59,Train/59/00059_00142.png
199,186,16,14,185,165,59,Train/59/00059_00143.png
175,155,16,12,157,140,59,Train/59/00059_00144.png
206,192,18,14,178,169,59,Train/59/00059_00145.png
226,211,20,17,197,187,59,Train/59/00059_00146.png
174,168,19,12,156,150,59,Train/59/00059_00147.png
251,240,33,19,231,213,59,Train/59/00059_00148.png
258,247,28,19,232,220,59,Train/59/00059_00149.png
208,191,48,43,194,176,60,Train/60/00060_00000.png
208,191,0,15,20,173,60,Train/60/00060_00000.png
208,191,0,15,13,169,60,Train/60/00060_00000.png
157,144,14,12,149,130,60,Train/60/00060_00001.png
155,139,14,10,145,125,60,Train/60/00060_00002.png
257,234,24,20,244,211,60,Train/60/00060_00003.png
213,215,22,17,191,198,60,Train/60/00060_00004.png
130,133,13,10,115,124,60,Train/60/00060_00005.png
244,242,22,22,226,219,60,Train/60/00060_00006.png
223,223,19,14,221,204,60,Train/60/00060_00007.png
204,190,8,12,189,174,60,Train/60/00060_00008.png
219,203,20,18,198,181,60,Train/60/00060_00009.png
168,168,21,17,158,155,60,Train/60/00060_00010.png
191,175,17,14,174,156,60,Train/60/00060_00011.png
140,147,14,10,124,136,60,Train/60/00060_00012.png
178,162,16,14,165,145,60,Train/60/00060_00013.png
239,227,25,22,216,209,60,Train/60/00060_00014.png
173,163,12,14,155,146,60,Train/60/00060_00015.png
175,160,9,13,158,144,60,Train/60/00060_00016.png
154,158,14,12,137,144,60,Train/60/00060_00017.png
226,217,20,16,209,190,60,Train/60/00060_00018.png
246,208,46,8,209,160,60,Train/60/00060_00019.png
246,208,41,188,235,208,60,Train/60/00060_00019.png
276,255,22,23,252,234,60,Train/60/00060_00020.png
169,155,14,12,156,141,60,Train/60/00060_00021.png
169,155,0,13,17,141,60,Train/60/00060_00021.png
172,158,13,14,163,142,60,Train/60/00060_00022.png
156,140,14,12,144,126,60,Train/60/00060_00023.png
261,237,24,20,247,214,60,Train/60/00060_00024.png
211,213,22,17,189,194,60,Train/60/00060_00025.png
170,174,17,13,151,159,60,Train/60/00060_00026.png
140,139,14,14,128,126,60,Train/60/00060_00027.png
146,146,10,10,144,134,60,Train/60/00060_00028.png
221,206,20,13,210,186,60,Train/60/00060_00029.png
202,188,17,16,186,164,60,Train/60/00060_00030.png
228,228,13,20,222,219,60,Train/60/00060_00031.png
169,155,15,13,156,130,60,Train/60/00060_00032.png
131,138,14,13,121,125,60,Train/60/00060_00033.png
159,145,14,14,148,130,60,Train/60/00060_00034.png
205,195,17,17,189,176,60,Train/60/00060_00035.png
249,236,20,8,223,211,60,Train/60/00060_00036.png
262,239,13,19,237,215,60,Train/60/00060_00037.png
142,146,14,9,126,134,60,Train/60/00060_00038.png
155,149,14,11,143,132,60,Train/60/00060_00039.png
272,230,51,8,233,208,60,Train/60/00060_00040.png
177,164,11,15,161,149,60,Train/60/00060_00041.png
171,154,21,9,162,137,58,Train/58/00058_00000.png
153,144,22,10,141,130,58,Train/58/00058_00001.png
246,227,31,18,219,205,58,Train/58/00058_00002.png
199,172,23,13,187,157,58,Train/58/00058_00003.png
263,233,31,18,251,212,58,Train/58/00058_00004.png
140,132,14,11,129,119,58,Train/58/00058_00005.png
261,239,27,19,246,213,58,Train/58/00058_00006.png
142,129,16,9,132,115,58,Train/58/00058_00007.png
258,254,25,21,239,233,58,Train/58/00058_00008.png
254,248,24,19,234,227,58,Train/58/00058_00009.png
159,155,14,12,142,141,58,Train/58/00058_00010.png
230,219,29,17,211,200,58,Train/58/00058_00011.png
128,128,19,10,114,108,58,Train/58/00058_00012.png
231,202,27,16,211,181,58,Train/58/00058_00013.png
263,231,27,19,239,211,58,Train/58/00058_00014.png
278,245,28,20,249,221,58,Train/58/00058_00015.png
192,171,24,14,175,154,58,Train/58/00058_00016.png
286,244,25,20,255,222,58,Train/58/00058_00017.png
246,238,24,18,223,212,58,Train/58/00058_00018.png
202,175,20,14,178,159,58,Train/58/00058_00019.png
170,162,16,13,150,144,58,Train/58/00058_00020.png
248,231,30,19,226,207,58,Train/58/00058_00021.png
214,195,26,16,193,176,58,Train/58/00058_00022.png
183,183,22,14,165,158,58,Train/58/00058_00023.png
237,224,28,18,214,204,58,Train/58/00058_00024.png
186,169,21,14,168,153,58,Train/58/00058_00025.png
172,151,19,12,157,136,58,Train/58/00058_00026.png
246,209,33,11,224,174,58,Train/58/00058_00027.png
246,209,43,165,208,209,58,Train/58/00058_00027.png
220,207,31,14,195,187,58,Train/58/00058_00028.png
174,165,18,9,160,150,58,Train/58/00058_00029.png
234,257,20,27,212,231,58,Train/58/00058_00030.png
210,185,24,15,180,168,58,Train/58/00058_00031.png
263,243,28,22,241,221,58,Train/58/00058_00032.png
227,227,22,16,205,205,58,Train/58/00058_00033.png
183,179,18,15,169,163,58,Train/58/00058_00034.png
192,189,18,18,180,167,58,Train/58/00058_00035.png
240,222,32,18,210,201,58,Train/58/00058_00036.png
202,189,22,16,187,170,58,Train/58/00058_00037.png
235,215,36,16,206,198,58,Train/58/00058_00038.png
181,157,27,12,160,141,58,Train/58/00058_00039.png
262,241,39,25,238,219,58,Train/58/00058_00040.png
223,205,22,15,206,186,58,Train/58/00058_00041.png
216,182,42,16,188,167,58,Train/58/00058_00042.png
289,249,44,19,253,227,58,Train/58/00058_00043.png
198,178,27,6,183,161,58,Train/58/00058_00044.png
142,142,13,11,134,132,58,Train/58/00058_00045.png
224,224,18,16,203,203,58,Train/58/00058_00046.png
246,210,34,18,220,190,58,Train/58/00058_00047.png
246,210,0,17,34,192,58,Train/58/00058_00047.png
197,197,14,15,183,178,58,Train/58/00058_00048.png
209,207,21,17,195,189,58,Train/58/00058_00049.png
242,228,25,21,228,207,58,Train/58/00058_00050.png
180,169,21,11,161,151,58,Train/58/00058_00051.png
173,177,15,13,157,160,58,Train/58/00058_00052.png
196,195,26,14,183,174,58,Train/58/00058_00053.png
224,218,30,19,200,199,58,Train/58/00058_00054.png
152,149,15,13,134,136,58,Train/58/00058_00055.png
155,138,30,12,142,124,58,Train/58/00058_00056.png
153,148,16,12,137,132,58,Train/58/00058_00057.png
253,252,25,19,238,228,58,Train/58/00058_00058.png
152,144,17,5,136,128,58,Train/58/00058_00059.png
163,163,15,12,147,148,58,Train/58/00058_00060.png
183,172,18,14,160,155,58,Train/58/00058_00061.png
183,172,0,12,20,131,58,Train/58/00058_00061.png
183,172,162,13,183,149,58,Train/58/00058_00061.png
209,203,25,17,189,184,58,Train/58/00058_00062.png
209,203,0,30,20,159,58,Train/58/00058_00062.png
147,141,15,11,133,128,58,Train/58/00058_00063.png
137,134,19,11,123,121,58,Train/58/00058_00064.png
153,141,22,12,136,128,58,Train/58/00058_00065.png
192,187,26,14,174,169,58,Train/58/00058_00066.png
192,187,0,12,29,162,58,Train/58/00058_00066.png
214,208,21,16,192,190,58,Train/58/00058_00067.png
162,147,24,11,145,131,58,Train/58/00058_00068.png
163,146,22,10,148,130,58,Train/58/00058_00069.png
190,184,25,15,173,167,58,Train/58/00058_00070.png
207,191,24,15,188,173,58,Train/58/00058_00071.png
271,234,39,18,236,212,58,Train/58/00058_00072.png
291,250,30,19,266,230,58,Train/58/00058_00073.png
220,184,22,16,200,168,58,Train/58/00058_00074.png
209,179,28,14,189,164,58,Train/58/00058_00075.png
196,196,21,14,183,178,58,Train/58/00058_00076.png
226,204,25,16,202,188,58,Train/58/00058_00077.png
278,253,28,20,252,229,58,Train/58/00058_00078.png
207,199,19,16,186,182,58,Train/58/00058_00079.png
207,199,185,14,207,180,58,Train/58/00058_00079.png
170,152,17,12,162,138,58,Train/58/00058_00080.png
163,163,14,13,151,149,58,Train/58/00058_00081.png
200,181,24,14,193,163,58,Train/58/00058_00082.png
279,251,24,10,239,227,58,Train/58/00058_00083.png
160,159,14,12,152,144,58,Train/58/00058_00084.png
161,145,17,7,147,133,58,Train/58/00058_00085.png
149,131,22,10,138,119,58,Train/58/00058_00086.png
256,214,28,18,238,195,58,Train/58/00058_00087.png
228,222,22,17,214,202,58,Train/58/00058_00088.png
236,221,23,18,217,201,58,Train/58/00058_00089.png
219,202,22,14,202,180,58,Train/58/00058_00090.png
168,152,22,11,150,136,58,Train/58/00058_00091.png
145,141,14,11,138,128,58,Train/58/00058_00092.png
228,232,20,18,209,214,58,Train/58/00058_00093.png
232,224,29,19,209,204,58,Train/58/00058_00094.png
173,165,12,13,162,150,58,Train/58/00058_00095.png
211,177,25,16,197,160,58,Train/58/00058_00096.png
209,192,23,15,191,175,58,Train/58/00058_00097.png
153,144,16,12,138,130,58,Train/58/00058_00098.png
171,149,16,13,150,137,58,Train/58/00058_00099.png
185,161,27,12,161,147,58,Train/58/00058_00100.png
274,248,34,19,255,223,58,Train/58/00058_00101.png
223,199,32,18,201,179,58,Train/58/00058_00102.png
198,186,20,17,180,168,58,Train/58/00058_00103.png
213,188,31,16,192,170,58,Train/58/00058_00104.png
198,183,27,15,182,165,58,Train/58/00058_00105.png
173,156,20,13,155,142,58,Train/58/00058_00106.png
179,158,20,13,160,143,58,Train/58/00058_00107.png
163,141,28,12,148,129,58,Train/58/00058_00108.png
163,141,0,11,8,127,58,Train/58/00058_00108.png
207,169,28,15,183,153,58,Train/58/00058_00109.png
160,153,14,12,148,139,58,Train/58/00058_00110.png
190,169,18,14,180,155,58,Train/58/00058_00111.png
187,175,22,14,168,159,58,Train/58/00058_00112.png
184,192,16,14,168,179,58,Train/58/00058_00113.png
262,255,40,21,241,232,58,Train/58/00058_00114.png
173,152,25,11,159,138,58,Train/58/00058_00115.png
161,147,17,12,148,133,58,Train/58/00058_00116.png
144,131,21,10,131,119,58,Train/58/00058_00117.png
315,254,53,18,279,232,58,Train/58/00058_00118.png
315,254,0,12,17,231,58,Train/58/00058_00118.png
191,178,18,14,178,161,58,Train/58/00058_00119.png
226,210,26,16,214,189,58,Train/58/00058_00120.png
150,138,14,9,135,123,58,Train/58/00058_00121.png
177,167,20,14,161,150,58,Train/58/00058_00122.png
188,165,24,9,174,151,58,Train/58/00058_00123.png
169,162,16,13,148,148,58,Train/58/00058_00124.png
220,191,27,18,197,175,58,Train/58/00058_00125.png
156,132,22,9,139,119,58,Train/58/00058_00126.png
136,134,13,11,123,122,58,Train/58/00058_00127.png
169,165,17,14,155,151,58,Train/58/00058_00128.png
152,135,16,13,136,121,58,Train/58/00058_00129.png
199,179,25,11,188,159,58,Train/58/00058_00130.png
228,215,32,17,211,194,58,Train/58/00058_00131.png
164,151,20,12,146,137,58,Train/58/00058_00132.png
148,128,17,10,136,116,58,Train/58/00058_00133.png
176,156,20,13,168,142,58,Train/58/00058_00134.png
184,174,18,14,171,157,58,Train/58/00058_00135.png
191,176,19,14,184,158,58,Train/58/00058_00136.png
176,159,23,12,166,144,58,Train/58/00058_00137.png
185,182,18,15,171,166,58,Train/58/00058_00138.png
244,237,23,19,224,217,58,Train/58/00058_00139.png
209,204,18,16,187,186,58,Train/58/00058_00140.png
205,195,25,15,188,178,58,Train/58/00058_00141.png
128,128,19,10,113,108,58,Train/58/00058_00142.png
186,163,21,13,169,145,58,Train/58/00058_00143.png
171,151,19,13,154,138,58,Train/58/00058_00144.png
176,155,18,13,157,140,58,Train/58/00058_00145.png
286,254,35,22,261,230,58,Train/58/00058_00146.png
176,151,19,11,158,135,58,Train/58/00058_00147.png
186,180,21,13,169,159,58,Train/58/00058_00148.png
212,184,21,15,191,167,58,Train/58/00058_00149.png
261,248,28,19,233,220,58,Train/58/00058_00150.png
261,243,29,20,238,218,58,Train/58/00058_00151.png
171,156,16,13,152,141,58,Train/58/00058_00152.png
129,129,15,10,116,111,58,Train/58/00058_00153.png
129,129,19,105,109,129,58,Train/58/00058_00153.png
247,233,29,19,224,212,58,Train/58/00058_00154.png
271,246,32,20,246,223,58,Train/58/00058_00155.png
186,164,21,13,170,147,58,Train/58/00058_00156.png
152,129,21,7,138,110,58,Train/58/00058_00157.png
152,129,17,104,140,129,58,Train/58/00058_00157.png
164,154,21,11,144,138,58,Train/58/00058_00158.png
144,136,15,11,133,124,58,Train/58/00058_00159.png
141,155,12,19,128,140,58,Train/58/00058_00160.png
280,246,30,19,240,223,58,Train/58/00058_00161.png
139,128,15,11,127,116,58,Train/58/00058_00162.png
145,145,14,10,130,130,58,Train/58/00058_00163.png
240,234,24,19,221,213,58,Train/58/00058_00164.png
182,180,17,17,172,159,58,Train/58/00058_00165.png
210,195,25,16,187,176,58,Train/58/00058_00166.png
238,222,22,18,223,200,58,Train/58/00058_00167.png
223,204,29,16,199,183,58,Train/58/00058_00168.png
187,162,28,12,166,146,58,Train/58/00058_00169.png
220,203,33,18,200,184,58,Train/58/00058_00170.png
241,222,24,16,222,202,58,Train/58/00058_00171.png
201,170,37,13,172,155,58,Train/58/00058_00172.png
279,240,41,18,245,220,58,Train/58/00058_00173.png
200,179,27,13,184,163,58,Train/58/00058_00174.png
198,198,18,15,188,185,58,Train/58/00058_00175.png
210,209,17,15,191,189,58,Train/58/00058_00176.png
187,160,28,14,168,146,58,Train/58/00058_00177.png
187,160,0,12,27,147,58,Train/58/00058_00177.png
160,160,12,13,148,143,58,Train/58/00058_00178.png
257,255,26,22,241,233,58,Train/58/00058_00179.png
152,143,17,12,143,129,58,Train/58/00058_00180.png
172,162,22,12,152,145,58,Train/58/00058_00181.png
152,155,13,11,138,140,58,Train/58/00058_00182.png
141,140,19,12,133,127,58,Train/58/00058_00183.png
157,153,21,13,138,139,58,Train/58/00058_00184.png
149,146,15,12,132,133,58,Train/58/00058_00185.png
284,253,50,20,261,228,58,Train/58/00058_00186.png
190,183,20,15,171,166,58,Train/58/00058_00187.png
131,131,13,8,123,118,58,Train/58/00058_00188.png
209,197,21,15,186,174,58,Train/58/00058_00189.png
209,197,0,14,21,149,58,Train/58/00058_00189.png
184,184,17,14,165,167,58,Train/58/00058_00190.png
182,171,19,12,162,154,58,Train/58/00058_00191.png
182,171,0,12,20,132,58,Train/58/00058_00191.png
182,171,161,12,182,150,58,Train/58/00058_00191.png
231,223,26,18,210,203,58,Train/58/00058_00192.png
231,223,0,46,23,173,58,Train/58/00058_00192.png
219,209,23,17,198,190,58,Train/58/00058_00193.png
223,218,40,18,198,197,58,Train/58/00058_00194.png
248,227,35,19,221,207,58,Train/58/00058_00195.png
219,213,33,16,196,194,58,Train/58/00058_00196.png
219,213,0,14,32,187,58,Train/58/00058_00196.png
239,232,22,18,213,211,58,Train/58/00058_00197.png
246,223,38,19,218,202,58,Train/58/00058_00198.png
208,185,29,15,186,165,58,Train/58/00058_00199.png
175,169,19,13,159,154,58,Train/58/00058_00200.png
249,230,36,18,226,208,58,Train/58/00058_00201.png
258,223,40,17,230,205,58,Train/58/00058_00202.png
204,175,20,14,188,161,58,Train/58/00058_00203.png
194,163,19,14,175,150,58,Train/58/00058_00204.png
256,220,33,16,232,202,58,Train/58/00058_00205.png
145,145,15,11,135,131,58,Train/58/00058_00206.png
211,191,22,15,189,175,58,Train/58/00058_00207.png
211,191,189,14,211,175,58,Train/58/00058_00207.png
241,220,27,18,215,199,58,Train/58/00058_00208.png
196,188,18,15,177,172,58,Train/58/00058_00209.png
196,188,175,13,196,169,58,Train/58/00058_00209.png
144,128,13,10,137,116,58,Train/58/00058_00210.png
175,175,16,14,161,158,58,Train/58/00058_00211.png
226,205,30,16,220,186,58,Train/58/00058_00212.png
256,230,22,9,219,206,58,Train/58/00058_00213.png
190,188,17,15,181,170,58,Train/58/00058_00214.png
163,147,22,11,150,134,58,Train/58/00058_00215.png
215,189,32,14,199,172,58,Train/58/00058_00216.png
253,213,28,18,235,194,58,Train/58/00058_00217.png
256,249,25,18,241,227,58,Train/58/00058_00218.png
158,148,15,12,144,134,58,Train/58/00058_00219.png
212,195,26,15,189,176,58,Train/58/00058_00220.png
217,196,31,16,192,177,58,Train/58/00058_00221.png
151,147,14,12,144,134,58,Train/58/00058_00222.png
240,244,21,19,220,225,58,Train/58/00058_00223.png
201,195,22,16,182,178,58,Train/58/00058_00224.png
187,178,13,13,175,161,58,Train/58/00058_00225.png
305,255,32,22,288,231,58,Train/58/00058_00226.png
249,228,26,18,227,206,58,Train/58/00058_00227.png
182,172,19,13,164,155,58,Train/58/00058_00228.png
238,208,25,18,209,191,58,Train/58/00058_00229.png
210,183,30,14,189,166,58,Train/58/00058_00230.png
271,245,30,18,254,214,58,Train/58/00058_00231.png
253,227,29,15,231,206,58,Train/58/00058_00232.png
269,252,27,22,246,228,58,Train/58/00058_00233.png
237,208,35,17,214,188,58,Train/58/00058_00234.png
209,194,29,15,192,175,58,Train/58/00058_00235.png
212,190,27,16,188,171,58,Train/58/00058_00236.png
269,237,41,20,242,215,58,Train/58/00058_00237.png
273,237,48,19,239,217,58,Train/58/00058_00238.png
273,237,0,16,12,207,58,Train/58/00058_00238.png
283,232,36,19,253,212,58,Train/58/00058_00239.png
156,150,13,12,144,136,58,Train/58/00058_00240.png
245,218,23,19,232,199,58,Train/58/00058_00241.png
262,244,32,21,236,221,58,Train/58/00058_00242.png
207,216,18,16,190,201,58,Train/58/00058_00243.png
207,202,27,16,188,183,58,Train/58/00058_00244.png
234,205,34,16,216,186,58,Train/58/00058_00245.png
202,184,26,15,185,167,58,Train/58/00058_00246.png
276,250,42,20,250,229,58,Train/58/00058_00247.png
244,197,41,14,216,180,58,Train/58/00058_00248.png
244,197,0,15,13,175,58,Train/58/00058_00248.png
166,154,17,12,154,140,58,Train/58/00058_00249.png
179,166,21,13,169,150,58,Train/58/00058_00250.png
252,232,24,16,227,208,58,Train/58/00058_00251.png
263,248,32,21,240,224,58,Train/58/00058_00252.png
265,232,36,19,246,213,58,Train/58/00058_00253.png
203,194,20,15,184,176,58,Train/58/00058_00254.png
175,152,21,14,160,138,58,Train/58/00058_00255.png
187,158,27,7,167,143,58,Train/58/00058_00256.png
216,213,21,19,195,194,58,Train/58/00058_00257.png
153,149,16,13,136,136,58,Train/58/00058_00258.png
184,163,20,16,165,147,58,Train/58/00058_00259.png
158,135,15,11,149,122,61,Train/61/00061_00000.png
260,222,26,25,245,201,61,Train/61/00061_00001.png
191,196,16,15,173,177,61,Train/61/00061_00002.png
249,234,21,18,220,209,61,Train/61/00061_00003.png
245,209,24,24,231,189,61,Train/61/00061_00004.png
211,181,20,19,199,164,61,Train/61/00061_00005.png
139,143,12,11,126,127,61,Train/61/00061_00006.png
252,237,23,21,221,210,61,Train/61/00061_00007.png
